CREDIT	DEBIT	CHTRANSFERID	CREATEDDATE
2.12	0.05	1478913186	30-Dec-25
5.82	0.05	1478913187	30-Dec-25
0	0.1	1478913188	30-Dec-25
20	0	1478913189	30-Dec-25
2	0	1478913190	30-Dec-25
0.2	0	1478913191	30-Dec-25
0	3	1478913194	30-Dec-25
0	0.25	1478913205	30-Dec-25
0.02	0.55	1478913207	30-Dec-25
0	0.3	1478913208	30-Dec-25
0	505.4	1478913210	30-Dec-25
0.72	0.025	1478913211	30-Dec-25
2.12	0.05	1478913213	30-Dec-25
9	0	1478913219	30-Dec-25
0.1	0	1478913220	30-Dec-25
0	15.162	1478913226	30-Dec-25
0	20.216	1478913227	30-Dec-25
190	0	1478913228	30-Dec-25
0	50.54	1478913229	30-Dec-25
1.2	0	1478913231	30-Dec-25
20	0	1478913233	30-Dec-25
4.62	0.05	1478913234	30-Dec-25
0.02	1.05	1478913235	30-Dec-25
0.5	0	1478913237	30-Dec-25
0	5	1478913238	30-Dec-25
0.02	60.25	1478913239	30-Dec-25
0	111.1	1478913241	30-Dec-25
0	12	1478913242	30-Dec-25
3.12	0.05	1478913243	30-Dec-25
78.27	0.125	1478913246	30-Dec-25
0	0.25	1478913247	30-Dec-25
3.8	0	1478913248	30-Dec-25
5	0	1478913249	30-Dec-25
0	10	1478913252	30-Dec-25
0	6	1478913254	30-Dec-25
0	0.5	1478913256	30-Dec-25
9	0	1478913257	30-Dec-25
0.28	0	1478913258	30-Dec-25
0	453.24	1478913260	30-Dec-25
10	0	1478913263	30-Dec-25
0	0.5	1478913264	30-Dec-25
0	2	1478913267	30-Dec-25
0	0.3	1478913271	30-Dec-25
0	0.1	1478913274	30-Dec-25
0.67	0.025	1478913275	30-Dec-25
0	0.47	1478913277	30-Dec-25
1.4	0	1478913280	30-Dec-25
3	0	1478913281	30-Dec-25
0	3	1478913282	30-Dec-25
0.45	0	1478913283	30-Dec-25
0	2	1478913284	30-Dec-25
2	0	1478913286	30-Dec-25
7.5	0	1478913288	30-Dec-25
0	12	1478913289	30-Dec-25
10.12	0.05	1478913290	30-Dec-25
1	0	1478913291	30-Dec-25
0	100.72	1478913292	30-Dec-25
20.145	0.0625	1478913293	30-Dec-25
0	7	1478913295	30-Dec-25
0	100.72	1478913296	30-Dec-25
50.22	0.1	1478913300	30-Dec-25
10	0	1478913301	30-Dec-25
0.2	0	1478913303	30-Dec-25
0	26	1478913305	30-Dec-25
0	0.15	1478913306	30-Dec-25
0	12	1478913307	30-Dec-25
0	500	1478913308	30-Dec-25
1.5	0	1478913309	30-Dec-25
5	0	1478913310	30-Dec-25
0.02	30.075	1478913313	30-Dec-25
2.5	0	1478913314	30-Dec-25
0	1.5	1478913317	30-Dec-25
0	30	1478913318	30-Dec-25
0	1	1478913320	30-Dec-25
8.11	0.05	1478913323	30-Dec-25
3.12	0.05	1478913324	30-Dec-25
10.12	0.05	1478913326	30-Dec-25
0	1	1478913328	30-Dec-25
0	0.3	1478913329	30-Dec-25
0	4	1478913332	30-Dec-25
0	5	1478913334	30-Dec-25
108.737	0.1085	1478913335	30-Dec-25
6	0	1478913336	30-Dec-25
1.2	0	1478913338	30-Dec-25
0	1	1478913339	30-Dec-25
0	100.9	1478913340	30-Dec-25
0	302.7	1478913341	30-Dec-25
6.12	0.05	1478913347	30-Dec-25
0.5	0	1478913349	30-Dec-25
10.7	0	1478913351	30-Dec-25
0	303.24	1478913352	30-Dec-25
0	25	1478913353	30-Dec-25
0	201.8	1478913354	30-Dec-25
0	2	1478913355	30-Dec-25
0	1	1478913357	30-Dec-25
0	160	1478913364	30-Dec-25
12	0	1478913365	30-Dec-25
0.7	0	1478913367	30-Dec-25
0	150.54	1478913369	30-Dec-25
0.6	0	1478913372	30-Dec-25
0.02	50.2	1478913373	30-Dec-25
4	0	1478913376	30-Dec-25
0	0.2	1478913383	30-Dec-25
0.02	5.1	1478913384	30-Dec-25
0	10	1478913388	30-Dec-25
0	0.3	1478913390	30-Dec-25
0	2	1478913391	30-Dec-25
0	5	1478913392	30-Dec-25
1.5	0	1478913395	30-Dec-25
0.02	100.25	1478913399	30-Dec-25
2	0	1478913400	30-Dec-25
0	1.4	1478913401	30-Dec-25
0.5	0	1478913403	30-Dec-25
0	3	1478913404	30-Dec-25
0	3	1478913406	30-Dec-25
0.92	0.025	1478913409	30-Dec-25
0	0.7	1478913410	30-Dec-25
0	2	1478913412	30-Dec-25
0.5	0	1478913413	30-Dec-25
0	0.5	1478913414	30-Dec-25
0	20	1478913416	30-Dec-25
0	151.44	1478913418	30-Dec-25
0	1	1478913419	30-Dec-25
100.02	0.125	1478913422	30-Dec-25
6	0	1478913424	30-Dec-25
6.12	0.05	1478913425	30-Dec-25
9	0	1478913426	30-Dec-25
0	2	1478913427	30-Dec-25
0	20	1478913428	30-Dec-25
0	40.5	1478913429	30-Dec-25
3	0	1478913430	30-Dec-25
0.12	0	1478913433	30-Dec-25
0.57	0.025	1478913434	30-Dec-25
0	302.7	1478913436	30-Dec-25
10	0	1478913437	30-Dec-25
2	0	1478913439	30-Dec-25
0	50.27	1478913440	30-Dec-25
0	0.5	1478913441	30-Dec-25
0.02	3.05	1478913442	30-Dec-25
0	201.8	1478913443	30-Dec-25
0.02	2.01	1478913445	30-Dec-25
0	0.3	1478913447	30-Dec-25
0.25	0	1478913448	30-Dec-25
0	201.8	1478913453	30-Dec-25
13.145	0.0625	1478913454	30-Dec-25
41.22	0.1	1478913455	30-Dec-25
0.02	4.05	1478913456	30-Dec-25
0	1.2	1478913457	30-Dec-25
4	0	1478913458	30-Dec-25
0	7.5	1478913459	30-Dec-25
0	0.8	1478913460	30-Dec-25
0.6	0	1478913461	30-Dec-25
0	13.6	1478913463	30-Dec-25
2	0	1478913464	30-Dec-25
19.145	0.0625	1478913466	30-Dec-25
0	303	1478913468	30-Dec-25
0	78	1478913469	30-Dec-25
6.12	0.05	1478913470	30-Dec-25
5	0	1478913471	30-Dec-25
0	1	1478913473	30-Dec-25
91	0	1478913474	30-Dec-25
0	14	1478913475	30-Dec-25
0.25	0	1478913476	30-Dec-25
0	8	1478913477	30-Dec-25
0	0.2	1478913480	30-Dec-25
0	0.7	1478913483	30-Dec-25
0	3	1478913485	30-Dec-25
0.3	0	1478913486	30-Dec-25
0.02	3.1	1478913487	30-Dec-25
0	1	1478913488	30-Dec-25
0.5	0	1478913489	30-Dec-25
40.22	0.1	1478913490	30-Dec-25
2.62	0.05	1478913491	30-Dec-25
10	0	1478913493	30-Dec-25
13	0	1478913494	30-Dec-25
0.25	0	1478913495	30-Dec-25
5	0	1478913496	30-Dec-25
0	9.4	1478913497	30-Dec-25
0.5	0	1478913500	30-Dec-25
0	1	1478913501	30-Dec-25
0	0.5	1478913503	30-Dec-25
0.02	100.25	1478913504	30-Dec-25
0	1.6	1478913505	30-Dec-25
0.02	150.375	1478913506	30-Dec-25
0	0.3	1478913508	30-Dec-25
0	13.5	1478913510	30-Dec-25
0	0.3	1478913511	30-Dec-25
2.3	0	1478913512	30-Dec-25
0	0.43	1478913518	30-Dec-25
5.62	0.05	1478913519	30-Dec-25
0	1.5	1478913520	30-Dec-25
40.22	0.1	1478913521	30-Dec-25
20	0	1478913522	30-Dec-25
0	1	1478913523	30-Dec-25
0	1	1478913524	30-Dec-25
0	5	1478913526	30-Dec-25
0	0.3	1478913527	30-Dec-25
0	1	1478913530	30-Dec-25
0.02	1.05	1478913531	30-Dec-25
0.7	0	1478913534	30-Dec-25
7	0	1478913535	30-Dec-25
60	0	1478913539	30-Dec-25
0	0.65	1478913542	30-Dec-25
0.02	1.95	1478913543	30-Dec-25
0	2.6	1478913544	30-Dec-25
0	7.5	1478913547	30-Dec-25
0	8	1478913548	30-Dec-25
0	9	1478913549	30-Dec-25
0	603.24	1478913550	30-Dec-25
2	0	1478913551	30-Dec-25
0.25	0	1478913553	30-Dec-25
2	0	1478913555	30-Dec-25
0	4	1478913557	30-Dec-25
0	0.5	1478913558	30-Dec-25
1.32	0.05	1478913559	30-Dec-25
0.02	5.1	1478913560	30-Dec-25
0	0.5	1478913564	30-Dec-25
0	8.9	1478913565	30-Dec-25
0	1	1478913567	30-Dec-25
0	0.5	1478913570	30-Dec-25
0	0.4	1478913571	30-Dec-25
0	50	1478913572	30-Dec-25
0	201.8	1478913578	30-Dec-25
0	201.8	1478913579	30-Dec-25
0	3	1478913581	30-Dec-25
10	0	1478913584	30-Dec-25
0.5	0	1478913585	30-Dec-25
3	0	1478913586	30-Dec-25
12.2	0	1478913588	30-Dec-25
0	22.5	1478913589	30-Dec-25
0	12	1478913590	30-Dec-25
0.1	0	1478913592	30-Dec-25
0	1	1478913594	30-Dec-25
0.12	0	1478913597	30-Dec-25
0	12	1478913598	30-Dec-25
0	1	1478913599	30-Dec-25
3.2	0	1478913600	30-Dec-25
0.2	0	1478913601	30-Dec-25
0.5	0	1478913603	30-Dec-25
0.02	0.55	1478913605	30-Dec-25
0	1	1478913607	30-Dec-25
0	0.2	1478913608	30-Dec-25
0	0.3	1478913609	30-Dec-25
9.12	0.05	1478913617	30-Dec-25
0.25	0	1478913618	30-Dec-25
0	0.25	1478913620	30-Dec-25
0	140	1478913622	30-Dec-25
0.3	0	1478913625	30-Dec-25
2.12	0.05	1478913626	30-Dec-25
0	50	1478913628	30-Dec-25
0	0.6	1478913629	30-Dec-25
0	0.5	1478913630	30-Dec-25
0	0.03	1478913632	30-Dec-25
10	0	1478913635	30-Dec-25
0	0.8	1478913636	30-Dec-25
0	5	1478913637	30-Dec-25
300	0	1478913638	30-Dec-25
0	1.5	1478913639	30-Dec-25
2.12	0.05	1478913643	30-Dec-25
0	2.5	1478913645	30-Dec-25
2	0	1478913647	30-Dec-25
0	1.1	1478913649	30-Dec-25
0	0.2	1478913650	30-Dec-25
1	0	1478913652	30-Dec-25
0.2	0	1478913655	30-Dec-25
0	50.18	1478913657	30-Dec-25
0	0.3	1478913659	30-Dec-25
0	100.72	1478913661	30-Dec-25
0	0.5	1478913662	30-Dec-25
0	0.5	1478913668	30-Dec-25
0	100	1478913669	30-Dec-25
0	2	1478913673	30-Dec-25
0.4	0	1478913674	30-Dec-25
0	20.144	1478913676	30-Dec-25
0	0.7	1478913677	30-Dec-25
3.12	0.05	1478913678	30-Dec-25
0	1.6	1478913680	30-Dec-25
0	100	1478913682	30-Dec-25
1.4	0	1478913684	30-Dec-25
11	0	1478913686	30-Dec-25
0	26.1	1478913688	30-Dec-25
0	22.5	1478913689	30-Dec-25
0	0.08	1478913697	30-Dec-25
165.35	0.165	1478913698	30-Dec-25
0.4	0	1478913701	30-Dec-25
10	0	1478913702	30-Dec-25
0.02	1.05	1478913707	30-Dec-25
0.5	0	1478913708	30-Dec-25
0.6	0	1478913709	30-Dec-25
4	0	1478913711	30-Dec-25
0	1	1478913715	30-Dec-25
0	4	1478913717	30-Dec-25
0	7	1478913720	30-Dec-25
0.5	0	1478913721	30-Dec-25
0	5	1478913722	30-Dec-25
0	0.2	1478913723	30-Dec-25
0	0.6	1478913725	30-Dec-25
0	2.5	1478913727	30-Dec-25
0	151.62	1478913728	30-Dec-25
0.1	0	1478913730	30-Dec-25
3	0	1478913732	30-Dec-25
0.1	0	1478913740	30-Dec-25
2	0	1478913741	30-Dec-25
0.7	0	1478913742	30-Dec-25
0.25	0	1478913743	30-Dec-25
0	0.75	1478913744	30-Dec-25
2.5	0	1478913745	30-Dec-25
0	6.5	1478913748	30-Dec-25
0	0.45	1478913749	30-Dec-25
0	10	1478913750	30-Dec-25
0	0.6	1478913752	30-Dec-25
0	0.7	1478913759	30-Dec-25
16	0	1478913760	30-Dec-25
0	0.5	1478913761	30-Dec-25
0	0.3	1478913762	30-Dec-25
4	0	1478913764	30-Dec-25
0.5	0	1478913765	30-Dec-25
0	20	1478913769	30-Dec-25
2.12	0.05	1478913773	30-Dec-25
0	75.81	1478913774	30-Dec-25
0	1.4	1478913775	30-Dec-25
0	1	1478913777	30-Dec-25
0	1	1478913779	30-Dec-25
0	1	1478913780	30-Dec-25
4.12	0.05	1478913781	30-Dec-25
7.12	0.05	1478913782	30-Dec-25
0.4	0	1478913783	30-Dec-25
0	1	1478913784	30-Dec-25
0	0.4	1478913786	30-Dec-25
0.5	0	1478913787	30-Dec-25
0.57	0.025	1478913788	30-Dec-25
0	20.072	1478913791	30-Dec-25
5.12	0.05	1478913792	30-Dec-25
0	0.5	1478913793	30-Dec-25
7.52	0.05	1478913796	30-Dec-25
0	20	1478913797	30-Dec-25
1050	0	1478913799	30-Dec-25
0	15.0375	1478913804	30-Dec-25
0.5	0	1478913805	30-Dec-25
1	0	1478913806	30-Dec-25
0	0.5	1478913810	30-Dec-25
0	7	1478913811	30-Dec-25
0	0.3	1478913814	30-Dec-25
0	202.16	1478913816	30-Dec-25
20.145	0.0625	1478913819	30-Dec-25
0.02	5.1	1478913820	30-Dec-25
5.12	0.05	1478913822	30-Dec-25
1	0	1478913825	30-Dec-25
0	3	1478913826	30-Dec-25
0.4	0	1478913829	30-Dec-25
0.25	0	1478913830	30-Dec-25
0	0.08	1478913831	30-Dec-25
0	6	1478913832	30-Dec-25
0.5	0	1478913835	30-Dec-25
2	0	1478913837	30-Dec-25
0	0.1	1478913839	30-Dec-25
0	1.01	1478913842	30-Dec-25
0.9	0	1478913843	30-Dec-25
13	0	1478913845	30-Dec-25
0	566.048	1478913847	30-Dec-25
0.5	0	1478913849	30-Dec-25
5.12	0.05	1478913852	30-Dec-25
0.02	8.05	1478913853	30-Dec-25
0	7	1478913854	30-Dec-25
2	0	1478913857	30-Dec-25
0	30	1478913858	30-Dec-25
0	70	1478913859	30-Dec-25
0.5	0	1478913860	30-Dec-25
0	0.3	1478913861	30-Dec-25
0.02	3.1	1478913863	30-Dec-25
0	1	1478913864	30-Dec-25
0.5	0	1478913865	30-Dec-25
0	6	1478913866	30-Dec-25
0	129.4	1478913868	30-Dec-25
0.25	0	1478913870	30-Dec-25
0	10	1478913871	30-Dec-25
0	1.45	1478913872	30-Dec-25
0.25	0	1478913873	30-Dec-25
0	7	1478913875	30-Dec-25
0	8	1478913881	30-Dec-25
8	0	1478913885	30-Dec-25
0	0.5	1478913888	30-Dec-25
2	0	1478913889	30-Dec-25
12	0	1478913891	30-Dec-25
0	2.6	1478913894	30-Dec-25
10.12	0.05	1478913896	30-Dec-25
0	1	1478913898	30-Dec-25
0	0.4	1478913899	30-Dec-25
250.52	0.25	1478913900	30-Dec-25
0.5	0	1478913901	30-Dec-25
0	0.6	1478913902	30-Dec-25
0	1	1478913906	30-Dec-25
6.3	0	1478913908	30-Dec-25
3	0	1478913909	30-Dec-25
0	1.5	1478913916	30-Dec-25
0	2.5	1478913918	30-Dec-25
200	0	1478913919	30-Dec-25
11.5	0	1478913922	30-Dec-25
1.62	0.05	1478913923	30-Dec-25
0	10	1478913924	30-Dec-25
100.27	0.125	1478913925	30-Dec-25
2.4	0	1478913927	30-Dec-25
10	0	1478913928	30-Dec-25
0	0.4	1478913930	30-Dec-25
0	4	1478913931	30-Dec-25
0.02	10.1	1478913932	30-Dec-25
0	4	1478913933	30-Dec-25
0	1.3	1478913934	30-Dec-25
344.6	0	1478913937	30-Dec-25
0	221	1478913939	30-Dec-25
6	0	1478913941	30-Dec-25
0	50.54	1478913946	30-Dec-25
2.12	0.05	1478913947	30-Dec-25
0	11	1478913948	30-Dec-25
0	70	1478913951	30-Dec-25
0	672.55	1478913952	30-Dec-25
0.37	0.025	1478913954	30-Dec-25
0	1	1478913956	30-Dec-25
1.8	0	1478913958	30-Dec-25
0	1	1478913963	30-Dec-25
0.95	0	1478913965	30-Dec-25
2	0	1478913967	30-Dec-25
0	2	1478913970	30-Dec-25
0	20	1478913972	30-Dec-25
0	2.45	1478913975	30-Dec-25
0.5	0	1478913976	30-Dec-25
0.25	0	1478913977	30-Dec-25
0.5	0	1478913981	30-Dec-25
0	5	1478913984	30-Dec-25
0.12	0	1478913985	30-Dec-25
0.5	0	1478913987	30-Dec-25
60	0	1478913990	30-Dec-25
60	0	1478913992	30-Dec-25
1.7	0	1478913996	30-Dec-25
1	0	1478913997	30-Dec-25
0.25	0	1478913998	30-Dec-25
0	30.5	1478913999	30-Dec-25
0	0.7	1478914000	30-Dec-25
0	1	1478914001	30-Dec-25
0	40.5	1478914002	30-Dec-25
2.12	0.05	1478914003	30-Dec-25
0	0.2	1478914005	30-Dec-25
0	0.5	1478914007	30-Dec-25
60	0	1478914008	30-Dec-25
0	190	1478914009	30-Dec-25
0	200	1478914011	30-Dec-25
4.62	0.05	1478914013	30-Dec-25
530	0	1478914016	30-Dec-25
0	0.5	1478914020	30-Dec-25
0	0.3	1478914022	30-Dec-25
0	25	1478914024	30-Dec-25
15	0	1478914028	30-Dec-25
0.5	0	1478914030	30-Dec-25
0	2	1478914033	30-Dec-25
0	15.15	1478914034	30-Dec-25
20.145	0.0625	1478914035	30-Dec-25
0	0.25	1478914036	30-Dec-25
0	1	1478914039	30-Dec-25
0	0.5	1478914040	30-Dec-25
0	4	1478914041	30-Dec-25
3.12	0.05	1478914043	30-Dec-25
0	0.12	1478914046	30-Dec-25
2.87	0	1478914049	30-Dec-25
1	0	1478914050	30-Dec-25
0	0.5	1478914053	30-Dec-25
0.02	0.45	1478914055	30-Dec-25
0.02	1.05	1478914057	30-Dec-25
0	0.3	1478914058	30-Dec-25
0	7	1478914060	30-Dec-25
9.12	0.05	1478914061	30-Dec-25
0	80	1478914063	30-Dec-25
0	0.3	1478914065	30-Dec-25
0	1	1478914066	30-Dec-25
0	5	1478914071	30-Dec-25
3.02	0.05	1478914072	30-Dec-25
1.3	0	1478914074	30-Dec-25
0	65	1478914075	30-Dec-25
10	0	1478914076	30-Dec-25
1	0	1478914077	30-Dec-25
0.6	0	1478914078	30-Dec-25
0	1.5	1478914079	30-Dec-25
16	0	1478914081	30-Dec-25
0	0.5	1478914083	30-Dec-25
100	0	1478914084	30-Dec-25
0	0.2	1478914087	30-Dec-25
0.25	0	1478914088	30-Dec-25
0	0.9	1478914091	30-Dec-25
0	0.1	1478914092	30-Dec-25
0	0.9	1478914093	30-Dec-25
251	0	1478914094	30-Dec-25
1	0	1478914097	30-Dec-25
9.12	0.05	1478914099	30-Dec-25
0	0.3	1478914103	30-Dec-25
0	0.4	1478914104	30-Dec-25
0	0.5	1478914108	30-Dec-25
1	0	1478914109	30-Dec-25
0.02	10.1	1478914110	30-Dec-25
1	0	1478914111	30-Dec-25
0.5	0	1478914113	30-Dec-25
0	0.3	1478914119	30-Dec-25
0	0.5	1478914121	30-Dec-25
0.99	0	1478914127	30-Dec-25
0	327.34	1478914129	30-Dec-25
0	0.3	1478914130	30-Dec-25
0	30.3	1478914132	30-Dec-25
0	30	1478914133	30-Dec-25
5	0	1478914134	30-Dec-25
0.6	0	1478914136	30-Dec-25
4.5	0	1478914138	30-Dec-25
0	0.5	1478914140	30-Dec-25
0.4	0	1478914141	30-Dec-25
0.95	0	1478914142	30-Dec-25
0	1	1478914143	30-Dec-25
0	8.75	1478914147	30-Dec-25
0	1	1478914148	30-Dec-25
3.62	0.05	1478914149	30-Dec-25
0	4	1478914151	30-Dec-25
0	7	1478914152	30-Dec-25
0	20	1478914153	30-Dec-25
150.32	0.15	1478914157	30-Dec-25
0	0.5	1478914159	30-Dec-25
29.7	0	1478914162	30-Dec-25
0	0.5	1478914163	30-Dec-25
0	5	1478914165	30-Dec-25
0	15.054	1478914166	30-Dec-25
45	0	1478914169	30-Dec-25
0	151.35	1478914170	30-Dec-25
7	0	1478914174	30-Dec-25
0.5	0	1478914178	30-Dec-25
0.02	0.75	1478914179	30-Dec-25
0	20	1478914180	30-Dec-25
10	0	1478914181	30-Dec-25
0	6	1478914187	30-Dec-25
0	1.4	1478914189	30-Dec-25
0	5	1478914190	30-Dec-25
0.2	0	1478914192	30-Dec-25
0	0.3	1478914195	30-Dec-25
0.02	0.55	1478914196	30-Dec-25
0.02	0.55	1478914199	30-Dec-25
0	0.2	1478914200	30-Dec-25
0	4	1478914201	30-Dec-25
0	10.5	1478914202	30-Dec-25
0.1	0	1478914203	30-Dec-25
2.2	0	1478914204	30-Dec-25
15.145	0.0625	1478914205	30-Dec-25
20	0	1478914209	30-Dec-25
0	0.3	1478914211	30-Dec-25
0	5.2	1478914214	30-Dec-25
2	0	1478914223	30-Dec-25
0.45	0	1478914224	30-Dec-25
0	5	1478914226	30-Dec-25
1.07	0.025	1478914227	30-Dec-25
300.62	0.3	1478914228	30-Dec-25
1	0	1478914229	30-Dec-25
0	1	1478914230	30-Dec-25
0	6.2	1478914231	30-Dec-25
0.5	0	1478914232	30-Dec-25
0	0.8	1478914233	30-Dec-25
0	10	1478914235	30-Dec-25
0.2	0	1478914236	30-Dec-25
2.5	0	1478914237	30-Dec-25
0	9	1478914238	30-Dec-25
0	5.5	1478914239	30-Dec-25
3	0	1478914240	30-Dec-25
0.02	100.25	1478914242	30-Dec-25
0	7	1478914243	30-Dec-25
0.7	0	1478914245	30-Dec-25
0.3	0	1478914247	30-Dec-25
3	0	1478914249	30-Dec-25
10.12	0.05	1478914253	30-Dec-25
1.2	0	1478914258	30-Dec-25
0	0.55	1478914259	30-Dec-25
0	145	1478914260	30-Dec-25
25	0	1478914261	30-Dec-25
1.9	0	1478914262	30-Dec-25
1	0	1478914264	30-Dec-25
97.77	0.125	1478914269	30-Dec-25
0.02	11.207	1478914270	30-Dec-25
0	750	1478914271	30-Dec-25
0	1.25	1478914272	30-Dec-25
0	1	1478914273	30-Dec-25
0	30	1478914274	30-Dec-25
0	12	1478914276	30-Dec-25
0	0.6	1478914278	30-Dec-25
0	50.54	1478914279	30-Dec-25
0	50.54	1478914280	30-Dec-25
10	0	1478914281	30-Dec-25
0	0.5	1478914282	30-Dec-25
0	17	1478914285	30-Dec-25
0	657.02	1478914288	30-Dec-25
1	0	1478914292	30-Dec-25
2	0	1478914294	30-Dec-25
9	0	1478914296	30-Dec-25
0.2	0	1478914297	30-Dec-25
1	0	1478914298	30-Dec-25
0	0.5	1478914299	30-Dec-25
5	0	1478914300	30-Dec-25
0	10	1478914302	30-Dec-25
0	1	1478914306	30-Dec-25
0	200	1478914307	30-Dec-25
100	0	1478914309	30-Dec-25
8.12	0.05	1478914310	30-Dec-25
0	16	1478914311	30-Dec-25
0	1.5	1478914313	30-Dec-25
10	0	1478914314	30-Dec-25
0.25	0	1478914316	30-Dec-25
7	0	1478914318	30-Dec-25
0.7	0	1478914320	30-Dec-25
0	3.0216	1478914321	30-Dec-25
1.5	0	1478914323	30-Dec-25
0	1	1478914327	30-Dec-25
2	0	1478914335	30-Dec-25
0.02	0.35	1478914336	30-Dec-25
1	0	1478914337	30-Dec-25
0	1	1478914339	30-Dec-25
12	0	1478914340	30-Dec-25
9.6	0	1478914345	30-Dec-25
1	0	1478914348	30-Dec-25
2.5	0	1478914350	30-Dec-25
0	0.3	1478914351	30-Dec-25
10	0	1478914353	30-Dec-25
0.5	0	1478914354	30-Dec-25
8	0	1478914356	30-Dec-25
0	3.4	1478914358	30-Dec-25
0.9	0	1478914360	30-Dec-25
0	0.02	1478914364	30-Dec-25
120	0	1478914365	30-Dec-25
0.25	0	1478914366	30-Dec-25
7.3	0	1478914367	30-Dec-25
0.25	0	1478914370	30-Dec-25
0.5	0	1478914373	30-Dec-25
0	2.1	1478914374	30-Dec-25
0.02	3.1	1478914376	30-Dec-25
0	0.5	1478914377	30-Dec-25
32	0	1478914378	30-Dec-25
0.5	0	1478914383	30-Dec-25
20.97	0.075	1478914384	30-Dec-25
0	0.3	1478914385	30-Dec-25
0	0.5	1478914387	30-Dec-25
10.12	0.05	1478914388	30-Dec-25
0	57	1478914391	30-Dec-25
0.02	12.125	1478914392	30-Dec-25
0	0.1	1478914395	30-Dec-25
0.2	0	1478914397	30-Dec-25
0	3	1478914398	30-Dec-25
0	1.5	1478914400	30-Dec-25
0.02	40.2	1478914401	30-Dec-25
1	0	1478914404	30-Dec-25
0	3	1478914406	30-Dec-25
0	40.288	1478914410	30-Dec-25
3	0	1478914412	30-Dec-25
0	301.08	1478914413	30-Dec-25
0	4	1478914414	30-Dec-25
0	7	1478914416	30-Dec-25
0	14	1478914417	30-Dec-25
0.02	53.1325	1478914421	30-Dec-25
0	0.1	1478914422	30-Dec-25
0.02	10.1	1478914423	30-Dec-25
4.12	0.05	1478914425	30-Dec-25
0.5	0	1478914426	30-Dec-25
0	0.7	1478914427	30-Dec-25
0	0.3	1478914428	30-Dec-25
0.5	0	1478914430	30-Dec-25
0	41.5	1478914431	30-Dec-25
0.5	0	1478914432	30-Dec-25
1	0	1478914433	30-Dec-25
0.18	0	1478914435	30-Dec-25
0	1	1478914439	30-Dec-25
0	5	1478914440	30-Dec-25
1.5	0	1478914441	30-Dec-25
50.22	0.1	1478914442	30-Dec-25
0	0.3	1478914443	30-Dec-25
0	1	1478914444	30-Dec-25
0.2	0	1478914445	30-Dec-25
0.5	0	1478914447	30-Dec-25
0	0.7	1478914452	30-Dec-25
0	1.5	1478914453	30-Dec-25
1.2	0	1478914454	30-Dec-25
0.2	0	1478914455	30-Dec-25
1	0	1478914456	30-Dec-25
0	0.3	1478914459	30-Dec-25
0	3	1478914460	30-Dec-25
0	1	1478914464	30-Dec-25
0	1009	1478914468	30-Dec-25
4.5	0	1478914469	30-Dec-25
0	1.5	1478914470	30-Dec-25
0	1.5	1478914472	30-Dec-25
0	40	1478914474	30-Dec-25
2	0	1478914477	30-Dec-25
14	0	1478914482	30-Dec-25
0	0.3	1478914483	30-Dec-25
0	3.5	1478914485	30-Dec-25
0	454.5	1478914487	30-Dec-25
0.02	135.3375	1478914488	30-Dec-25
25	0	1478914489	30-Dec-25
7.5	0	1478914490	30-Dec-25
0	4.93	1478914493	30-Dec-25
0	0.5	1478914494	30-Dec-25
38	0	1478914495	30-Dec-25
0	0.3	1478914496	30-Dec-25
0.7	0	1478914499	30-Dec-25
0.7	0	1478914501	30-Dec-25
0	101	1478914504	30-Dec-25
0.02	100.25	1478914508	30-Dec-25
0	0.5	1478914509	30-Dec-25
0	8.75	1478914514	30-Dec-25
0	0.7	1478914515	30-Dec-25
0	10	1478914516	30-Dec-25
98.27	0.125	1478914517	30-Dec-25
0	2	1478914520	30-Dec-25
12	0	1478914521	30-Dec-25
0	10	1478914522	30-Dec-25
4.12	0.05	1478914523	30-Dec-25
0.25	0	1478914524	30-Dec-25
0.02	20.125	1478914525	30-Dec-25
200.42	0.2	1478914527	30-Dec-25
0	1	1478914528	30-Dec-25
2	0	1478914529	30-Dec-25
0.9	0	1478914537	30-Dec-25
1	0	1478914538	30-Dec-25
0	7.5	1478914539	30-Dec-25
0	0.3	1478914540	30-Dec-25
7.52	0.05	1478914541	30-Dec-25
26	0	1478914546	30-Dec-25
0	1.5	1478914547	30-Dec-25
0	5	1478914548	30-Dec-25
110	0	1478914549	30-Dec-25
0.5	0	1478914553	30-Dec-25
0.57	0.025	1478914555	30-Dec-25
0	32	1478914556	30-Dec-25
0	0.2	1478914559	30-Dec-25
1.2	0	1478914562	30-Dec-25
0.5	0	1478914563	30-Dec-25
0	1	1478914564	30-Dec-25
0	8.5	1478914565	30-Dec-25
1	0	1478914566	30-Dec-25
1	0	1478914567	30-Dec-25
0.5	0	1478914570	30-Dec-25
0	1	1478914572	30-Dec-25
2	0	1478914576	30-Dec-25
0.02	50.125	1478914581	30-Dec-25
0	0.25	1478914584	30-Dec-25
0	4	1478914585	30-Dec-25
0	4	1478914586	30-Dec-25
0	1	1478914588	30-Dec-25
1.2	0	1478914592	30-Dec-25
0	20	1478914593	30-Dec-25
100.27	0.125	1478914594	30-Dec-25
0.3	0	1478914597	30-Dec-25
0	2	1478914598	30-Dec-25
0.5	0	1478914599	30-Dec-25
0	0.6	1478914600	30-Dec-25
