BALANCE	REFNO	DATECREATED
-10.04	1527248267	23-Jun-26
-200.72	1527248307	23-Jun-26
-50	1527248329	23-Jun-26
-150.54	1527248360	23-Jun-26
-30.11	1527248377	23-Jun-26
4.45	1527248391	23-Jun-26
-50.11	1527248421	23-Jun-26
99.5	1527248433	23-Jun-26
-20.05	1527248456	23-Jun-26
-50.11	1527248489	23-Jun-26
-302.16	1527248496	23-Jun-26
-101.08	1527248512	23-Jun-26
-50.36	1527248537	23-Jun-26
-10.02	1527248569	23-Jun-26
-120	1527248593	23-Jun-26
18.55	1527248598	23-Jun-26
-30	1527248609	23-Jun-26
-40.29	1527248644	23-Jun-26
-201.44	1527248654	23-Jun-26
-100.9	1527248660	23-Jun-26
-151.08	1527248662	23-Jun-26
-503.6	1527248683	23-Jun-26
-303.24	1527248751	23-Jun-26
-25.49	1527248752	23-Jun-26
-15.11	1527248776	23-Jun-26
-20.14	1527248800	23-Jun-26
-500	1527248859	23-Jun-26
-100.72	1527248883	23-Jun-26
-40.29	1527248885	23-Jun-26
-20	1527248897	23-Jun-26
-20.22	1527248912	23-Jun-26
-100.36	1527248943	23-Jun-26
-100.27	1527248990	23-Jun-26
-50.45	1527248996	23-Jun-26
-50.45	1527248997	23-Jun-26
-50.45	1527249004	23-Jun-26
-302.7	1527249005	23-Jun-26
-100.27	1527249016	23-Jun-26
-100.36	1527249022	23-Jun-26
-5.04	1527249027	23-Jun-26
-501.35	1527249038	23-Jun-26
-202.16	1527249092	23-Jun-26
-50.09	1527249101	23-Jun-26
-50.36	1527249110	23-Jun-26
-5	1527249136	23-Jun-26
-101.08	1527249141	23-Jun-26
-30.22	1527249157	23-Jun-26
-100.72	1527249160	23-Jun-26
-121.08	1527249167	23-Jun-26
-151.62	1527249208	23-Jun-26
-50.54	1527249213	23-Jun-26
-100.36	1527249252	23-Jun-26
-50.45	1527249266	23-Jun-26
-51.14	1527249282	23-Jun-26
-503.6	1527249289	23-Jun-26
-101.08	1527249316	23-Jun-26
-50.14	1527249362	23-Jun-26
16.45	1527249379	23-Jun-26
-121.3	1527249391	23-Jun-26
-68.2	1527249405	23-Jun-26
-35.25	1527249412	23-Jun-26
-30.06	1527249492	23-Jun-26
-141.26	1527249560	23-Jun-26
-101.08	1527249587	23-Jun-26
-60.43	1527249615	23-Jun-26
-10.07	1527249616	23-Jun-26
-15.11	1527249621	23-Jun-26
-20.14	1527249624	23-Jun-26
-100	1527249675	23-Jun-26
-10.04	1527249704	23-Jun-26
-25.07	1527249749	23-Jun-26
-100.27	1527249795	23-Jun-26
-171.22	1527249844	23-Jun-26
-500	1527249901	23-Jun-26
-50.18	1527249905	23-Jun-26
-100.72	1527249923	23-Jun-26
-1000.18	1527249935	23-Jun-26
-250.9	1527249949	23-Jun-26
-100.9	1527249956	23-Jun-26
-1000.18	1527249967	23-Jun-26
-20	1527249986	23-Jun-26
-100	1527249990	23-Jun-26
-30	1527249994	23-Jun-26
-15	1527250001	23-Jun-26
-10.76	1527250006	23-Jun-26
-202.16	1527250030	23-Jun-26
-50.54	1527250046	23-Jun-26
-50.36	1527250063	23-Jun-26
-50.45	1527250067	23-Jun-26
-805.76	1527250075	23-Jun-26
-500	1527250078	23-Jun-26
-100.9	1527250100	23-Jun-26
-302.16	1527250106	23-Jun-26
-201.44	1527250110	23-Jun-26
-110	1527250113	23-Jun-26
-25.49	1527250135	23-Jun-26
-5.38	1527250157	23-Jun-26
-303.24	1527250175	23-Jun-26
-25	1527250191	23-Jun-26
-100	1527250193	23-Jun-26
100.5	1527250196	23-Jun-26
-30.05	1527250245	23-Jun-26
-50.18	1527250247	23-Jun-26
-29.39	1527250261	23-Jun-26
-402.88	1527250264	23-Jun-26
-30	1527250274	23-Jun-26
-20.04	1527250287	23-Jun-26
-202.16	1527250289	23-Jun-26
-100.72	1527250326	23-Jun-26
-10.76	1527250327	23-Jun-26
-151.08	1527250329	23-Jun-26
-100.36	1527250330	23-Jun-26
-706.3	1527250369	23-Jun-26
-100.72	1527250379	23-Jun-26
-100.36	1527250381	23-Jun-26
-303.24	1527250403	23-Jun-26
-151.08	1527250413	23-Jun-26
-100.22	1527250425	23-Jun-26
-303.24	1527250459	23-Jun-26
-20	1527250464	23-Jun-26
-200	1527250466	23-Jun-26
-500	1527250467	23-Jun-26
-100.72	1527250506	23-Jun-26
-60.13	1527250507	23-Jun-26
-100.9	1527250512	23-Jun-26
4.95	1527250528	23-Jun-26
-90.81	1527250574	23-Jun-26
-47.34	1527250577	23-Jun-26
-501.35	1527250599	23-Jun-26
-503.6	1527250665	23-Jun-26
-3.07	1527250672	23-Jun-26
-5.04	1527250700	23-Jun-26
-20.07	1527250704	23-Jun-26
-160.58	1527250728	23-Jun-26
-100.36	1527250732	23-Jun-26
-2.01	1527250743	23-Jun-26
-50.36	1527250768	23-Jun-26
-20.18	1527250771	23-Jun-26
-120.86	1527250791	23-Jun-26
-923.31	1527250797	23-Jun-26
-197.99	1527250811	23-Jun-26
-10.04	1527250844	23-Jun-26
-50.18	1527250845	23-Jun-26
-50.18	1527250847	23-Jun-26
-250.9	1527250872	23-Jun-26
-15.03	1527250877	23-Jun-26
-50.36	1527250934	23-Jun-26
-923.31	1527250949	23-Jun-26
-10.02	1527250982	23-Jun-26
-50.18	1527250990	23-Jun-26
-100	1527250998	23-Jun-26
-33.14	1527251009	23-Jun-26
-20	1527251013	23-Jun-26
-10	1527251017	23-Jun-26
-50.36	1527251018	23-Jun-26
-25.68	1527251021	23-Jun-26
-48.43	1527251022	23-Jun-26
-17.72	1527251023	23-Jun-26
492.45	1527251027	23-Jun-26
-302.16	1527251034	23-Jun-26
-201.8	1527251063	23-Jun-26
-10.02	1527251084	23-Jun-26
-60.22	1527251086	23-Jun-26
-933.35	1527251114	23-Jun-26
-10.04	1527251141	23-Jun-26
-401.44	1527251155	23-Jun-26
-20.14	1527251234	23-Jun-26
-402.88	1527251236	23-Jun-26
-20.07	1527251240	23-Jun-26
-50.18	1527251255	23-Jun-26
-10.04	1527251287	23-Jun-26
-20.28	1527251292	23-Jun-26
-9.75	1527251298	23-Jun-26
-500	1527251303	23-Jun-26
-302.16	1527251307	23-Jun-26
-13.03	1527251319	23-Jun-26
-50.54	1527251419	23-Jun-26
-10.07	1527251436	23-Jun-26
2.45	1527251438	23-Jun-26
-100.72	1527251458	23-Jun-26
-100.72	1527251491	23-Jun-26
-30.27	1527251492	23-Jun-26
-20	1527251518	23-Jun-26
-100.72	1527251559	23-Jun-26
-20.04	1527251604	23-Jun-26
-43.33	1527251637	23-Jun-26
-50.45	1527251700	23-Jun-26
-50.45	1527251702	23-Jun-26
-50.45	1527251703	23-Jun-26
-504.5	1527251704	23-Jun-26
-50.45	1527251706	23-Jun-26
-20.04	1527251711	23-Jun-26
-50.45	1527251727	23-Jun-26
-10.07	1527251748	23-Jun-26
-20.14	1527251757	23-Jun-26
-100.72	1527251770	23-Jun-26
-30.22	1527251771	23-Jun-26
-100	1527251798	23-Jun-26
-151.08	1527251812	23-Jun-26
-100.22	1527251813	23-Jun-26
-5.02	1527251846	23-Jun-26
-280.6	1527251849	23-Jun-26
-490.71	1527251927	23-Jun-26
-10.07	1527251933	23-Jun-26
-15.76	1527251944	23-Jun-26
-404.32	1527251957	23-Jun-26
-50.45	1527251970	23-Jun-26
-100.9	1527251976	23-Jun-26
-100.72	1527252000	23-Jun-26
-100.72	1527252003	23-Jun-26
-503.6	1527252013	23-Jun-26
-10.04	1527252019	23-Jun-26
-50.14	1527252021	23-Jun-26
-1000.18	1527252030	23-Jun-26
3.45	1527252038	23-Jun-26
-150.54	1527252042	23-Jun-26
100.5	1527252046	23-Jun-26
-100.72	1527252057	23-Jun-26
-15.05	1527252076	23-Jun-26
-200.04	1527252085	23-Jun-26
-50.36	1527252095	23-Jun-26
-958.55	1527252126	23-Jun-26
-501.35	1527252172	23-Jun-26
-100.27	1527252199	23-Jun-26
-151.08	1527252227	23-Jun-26
-328.51	1527252232	23-Jun-26
-17.05	1527252285	23-Jun-26
-200.72	1527252298	23-Jun-26
-50.36	1527252301	23-Jun-26
-10	1527252307	23-Jun-26
-100	1527252310	23-Jun-26
-39.49	1527252314	23-Jun-26
-100.22	1527252332	23-Jun-26
-100.9	1527252338	23-Jun-26
-50.54	1527252345	23-Jun-26
-201.94	1527252353	23-Jun-26
-201.8	1527252361	23-Jun-26
-100.36	1527252367	23-Jun-26
-20.14	1527252369	23-Jun-26
-10.02	1527252401	23-Jun-26
-302.16	1527252423	23-Jun-26
-19.77	1527252429	23-Jun-26
-5.02	1527252432	23-Jun-26
-100.72	1527252435	23-Jun-26
-151.08	1527252443	23-Jun-26
-505.4	1527252467	23-Jun-26
-503.6	1527252513	23-Jun-26
-10.07	1527252528	23-Jun-26
-490.71	1527252549	23-Jun-26
-50.54	1527252555	23-Jun-26
-402.88	1527252572	23-Jun-26
-200.72	1527252578	23-Jun-26
-30	1527252613	23-Jun-26
-100.97	1527252622	23-Jun-26
-150	1527252624	23-Jun-26
-25.18	1527252649	23-Jun-26
10.45	1527252672	23-Jun-26
-100.36	1527252686	23-Jun-26
-196.4	1527252739	23-Jun-26
-50.18	1527252746	23-Jun-26
-201.44	1527252774	23-Jun-26
-10.02	1527252804	23-Jun-26
-30.11	1527252805	23-Jun-26
-51.67	1527252821	23-Jun-26
-100.72	1527252837	23-Jun-26
-50.54	1527252839	23-Jun-26
-73.52	1527252853	23-Jun-26
-40.29	1527252858	23-Jun-26
-102.22	1527252862	23-Jun-26
-151.35	1527252880	23-Jun-26
-100.72	1527252883	23-Jun-26
-36.96	1527252895	23-Jun-26
-20.14	1527252898	23-Jun-26
-100	1527252940	23-Jun-26
-20.07	1527252981	23-Jun-26
-17.04	1527252984	23-Jun-26
-121.08	1527253013	23-Jun-26
-25.09	1527253045	23-Jun-26
-50.18	1527253083	23-Jun-26
-503.6	1527253088	23-Jun-26
-20.07	1527253100	23-Jun-26
-32.27	1527253120	23-Jun-26
-2	1527253122	23-Jun-26
-151.08	1527253149	23-Jun-26
-5.04	1527253151	23-Jun-26
-50.54	1527253163	23-Jun-26
-30.32	1527253164	23-Jun-26
-50.11	1527253188	23-Jun-26
-202.16	1527253213	23-Jun-26
-10.02	1527253225	23-Jun-26
-6.04	1527253230	23-Jun-26
-100.18	1527253235	23-Jun-26
-503.6	1527253251	23-Jun-26
-252.25	1527253257	23-Jun-26
-705.04	1527253262	23-Jun-26
-404.32	1527253294	23-Jun-26
-50.54	1527253338	23-Jun-26
10.08	1527253340	23-Jun-26
-10.07	1527253341	23-Jun-26
-6.04	1527253344	23-Jun-26
-18.06	1527253359	23-Jun-26
-50.18	1527253383	23-Jun-26
14.11	1527253439	23-Jun-26
-5.02	1527253464	23-Jun-26
-50.36	1527253470	23-Jun-26
-40.29	1527253484	23-Jun-26
-200.72	1527253499	23-Jun-26
10.45	1527253530	23-Jun-26
-44.1	1527253534	23-Jun-26
-50.36	1527253539	23-Jun-26
-50.36	1527253541	23-Jun-26
-201.8	1527253545	23-Jun-26
-1	1527253550	23-Jun-26
-19.14	1527253579	23-Jun-26
-13.87	1527253582	23-Jun-26
-50.36	1527253584	23-Jun-26
-503.6	1527253585	23-Jun-26
-100.72	1527253587	23-Jun-26
-201.44	1527253590	23-Jun-26
-100.72	1527253591	23-Jun-26
-20.04	1527253601	23-Jun-26
-15.11	1527253602	23-Jun-26
-100.72	1527253629	23-Jun-26
-50.18	1527253639	23-Jun-26
-958.55	1527253643	23-Jun-26
-352.52	1527253645	23-Jun-26
-5.02	1527253649	23-Jun-26
-280.6	1527253677	23-Jun-26
-20.22	1527253685	23-Jun-26
-50.54	1527253690	23-Jun-26
-10.02	1527253692	23-Jun-26
-50.45	1527253697	23-Jun-26
-5.06	1527253733	23-Jun-26
-10.02	1527253735	23-Jun-26
-50.36	1527253739	23-Jun-26
-4.27	1527253752	23-Jun-26
-25.09	1527253778	23-Jun-26
-10.02	1527253806	23-Jun-26
-100.72	1527253808	23-Jun-26
-50.45	1527253811	23-Jun-26
-100.9	1527253827	23-Jun-26
-50.45	1527253830	23-Jun-26
-30.27	1527253833	23-Jun-26
-150	1527253875	23-Jun-26
-400	1527253928	23-Jun-26
15.45	1527253944	23-Jun-26
-60.22	1527253953	23-Jun-26
-24.6	1527253962	23-Jun-26
-101.97	1527253977	23-Jun-26
-151.35	1527253992	23-Jun-26
-453.24	1527254013	23-Jun-26
-5.02	1527254014	23-Jun-26
10.45	1527254074	23-Jun-26
-403.6	1527254078	23-Jun-26
-504.5	1527254079	23-Jun-26
-100.9	1527254080	23-Jun-26
-10	1527254086	23-Jun-26
-54.17	1527254090	23-Jun-26
-10	1527254126	23-Jun-26
-138.7	1527254127	23-Jun-26
-100.22	1527254128	23-Jun-26
-100.72	1527254136	23-Jun-26
14.55	1527254161	23-Jun-26
-100.89	1527254170	23-Jun-26
-251.8	1527254190	23-Jun-26
-50.54	1527254195	23-Jun-26
-201.08	1527254196	23-Jun-26
-20.22	1527254197	23-Jun-26
-20.14	1527254225	23-Jun-26
-200.72	1527254254	23-Jun-26
-302.75	1527254274	23-Jun-26
-50.14	1527254275	23-Jun-26
-100.9	1527254281	23-Jun-26
-252.7	1527254302	23-Jun-26
-20	1527254329	23-Jun-26
-25	1527254335	23-Jun-26
-16	1527254352	23-Jun-26
-100	1527254366	23-Jun-26
-201.8	1527254411	23-Jun-26
-301.08	1527254432	23-Jun-26
-24.26	1527254444	23-Jun-26
-3.01	1527254467	23-Jun-26
-50.54	1527254479	23-Jun-26
-50.36	1527254510	23-Jun-26
7.06	1527254519	23-Jun-26
-21.08	1527254540	23-Jun-26
-150	1527254557	23-Jun-26
-50.18	1527254583	23-Jun-26
19.45	1527254596	23-Jun-26
-4.01	1527254606	23-Jun-26
201	1527254608	23-Jun-26
-151.08	1527254613	23-Jun-26
-201.44	1527254635	23-Jun-26
-100	1527254650	23-Jun-26
-30.22	1527254696	23-Jun-26
-100.72	1527254698	23-Jun-26
-20.14	1527254699	23-Jun-26
-477.16	1527254701	23-Jun-26
-100.72	1527254703	23-Jun-26
-20.04	1527254704	23-Jun-26
-501.35	1527254711	23-Jun-26
-151.35	1527254719	23-Jun-26
-303.24	1527254758	23-Jun-26
-50.54	1527254789	23-Jun-26
-50.54	1527254790	23-Jun-26
-50.54	1527254792	23-Jun-26
-100.36	1527254798	23-Jun-26
-50	1527254815	23-Jun-26
-15.03	1527254825	23-Jun-26
18.45	1527254839	23-Jun-26
-50.36	1527254849	23-Jun-26
-50	1527254867	23-Jun-26
-50.18	1527254871	23-Jun-26
-50.11	1527254874	23-Jun-26
-20.18	1527254911	23-Jun-26
-500	1527254919	23-Jun-26
-30.22	1527254922	23-Jun-26
-101.08	1527254933	23-Jun-26
-100.36	1527254939	23-Jun-26
15.45	1527254957	23-Jun-26
-504.5	1527254966	23-Jun-26
-80.29	1527255010	23-Jun-26
100.5	1527255011	23-Jun-26
-10.11	1527255078	23-Jun-26
-10.11	1527255079	23-Jun-26
-25.09	1527255084	23-Jun-26
-13.86	1527255086	23-Jun-26
-100.72	1527255090	23-Jun-26
-25.18	1527255092	23-Jun-26
-3.01	1527255109	23-Jun-26
-30.06	1527255124	23-Jun-26
-100.87	1527255134	23-Jun-26
-100.72	1527255146	23-Jun-26
-20	1527255152	23-Jun-26
-10	1527255161	23-Jun-26
-6.04	1527255180	23-Jun-26
-10.02	1527255186	23-Jun-26
-30.22	1527255208	23-Jun-26
-306.7	1527255209	23-Jun-26
-20.14	1527255210	23-Jun-26
-16.03	1527255211	23-Jun-26
-1007.2	1527255214	23-Jun-26
-302.16	1527255232	23-Jun-26
9.45	1527255240	23-Jun-26
-1007.2	1527255243	23-Jun-26
-70.5	1527255249	23-Jun-26
-705.04	1527255272	23-Jun-26
-15.11	1527255290	23-Jun-26
-30.06	1527255305	23-Jun-26
-100.72	1527255306	23-Jun-26
-201.44	1527255318	23-Jun-26
-352.52	1527255326	23-Jun-26
-100.9	1527255331	23-Jun-26
-15.11	1527255342	23-Jun-26
-232.48	1527255345	23-Jun-26
-60.43	1527255346	23-Jun-26
155.78	1527255353	23-Jun-26
-50.36	1527255359	23-Jun-26
-503.6	1527255369	23-Jun-26
-10.02	1527255384	23-Jun-26
-120	1527255385	23-Jun-26
-100	1527255387	23-Jun-26
-200.72	1527255391	23-Jun-26
-202.16	1527255407	23-Jun-26
-202.16	1527255413	23-Jun-26
-50.36	1527255421	23-Jun-26
-1007.2	1527255426	23-Jun-26
-50.36	1527255449	23-Jun-26
-10.07	1527255464	23-Jun-26
19.45	1527255471	23-Jun-26
-65.82	1527255477	23-Jun-26
-50.36	1527255480	23-Jun-26
-100.72	1527255492	23-Jun-26
-40.29	1527255510	23-Jun-26
-30.06	1527255515	23-Jun-26
-340.79	1527255524	23-Jun-26
-100.72	1527255527	23-Jun-26
-100.72	1527255559	23-Jun-26
-100.72	1527255568	23-Jun-26
-681.66	1527255569	23-Jun-26
-100.72	1527255571	23-Jun-26
-50.54	1527255572	23-Jun-26
-50.44	1527255634	23-Jun-26
-50.36	1527255695	23-Jun-26
-70.19	1527255703	23-Jun-26
-202.16	1527255712	23-Jun-26
-302.16	1527255734	23-Jun-26
-100.72	1527255735	23-Jun-26
-171.22	1527255764	23-Jun-26
-30.22	1527255765	23-Jun-26
-50.36	1527255766	23-Jun-26
-100.9	1527255788	23-Jun-26
-503.6	1527255789	23-Jun-26
-20.14	1527255806	23-Jun-26
-50.54	1527255828	23-Jun-26
-7.03	1527255838	23-Jun-26
-40.29	1527255862	23-Jun-26
-13.03	1527255875	23-Jun-26
-100.36	1527255930	23-Jun-26
-73.92	1527255972	23-Jun-26
-201.44	1527256012	23-Jun-26
-20.14	1527256021	23-Jun-26
-15.11	1527256023	23-Jun-26
-50.54	1527256068	23-Jun-26
-150	1527256079	23-Jun-26
-130	1527256080	23-Jun-26
-18	1527256083	23-Jun-26
-10.04	1527256106	23-Jun-26
50.45	1527256108	23-Jun-26
-30.08	1527256158	23-Jun-26
-15.08	1527256175	23-Jun-26
-100.9	1527256178	23-Jun-26
30.45	1527256186	23-Jun-26
-201.44	1527256202	23-Jun-26
-50.54	1527256239	23-Jun-26
-300.81	1527256277	23-Jun-26
-302.16	1527256288	23-Jun-26
48.45	1527256289	23-Jun-26
-50.41	1527256291	23-Jun-26
-101.08	1527256303	23-Jun-26
-50.45	1527256313	23-Jun-26
-504.05	1527256318	23-Jun-26
-100	1527256322	23-Jun-26
-504.5	1527256326	23-Jun-26
-10.2	1527256331	23-Jun-26
-504.5	1527256332	23-Jun-26
-100.36	1527256379	23-Jun-26
-100.9	1527256386	23-Jun-26
-50.45	1527256391	23-Jun-26
-141.01	1527256408	23-Jun-26
-100.72	1527256437	23-Jun-26
-50.36	1527256453	23-Jun-26
-201.44	1527256464	23-Jun-26
-100.72	1527256468	23-Jun-26
-100.72	1527256485	23-Jun-26
-10.09	1527256491	23-Jun-26
-503.6	1527256492	23-Jun-26
-453.24	1527256493	23-Jun-26
-151.08	1527256497	23-Jun-26
-503.6	1527256500	23-Jun-26
-201.44	1527256517	23-Jun-26
-25.18	1527256533	23-Jun-26
-100.36	1527256552	23-Jun-26
-100.36	1527256559	23-Jun-26
2.45	1527256567	23-Jun-26
201	1527256575	23-Jun-26
-35.25	1527256585	23-Jun-26
9.75	1527256612	23-Jun-26
-503.6	1527256684	23-Jun-26
-100.36	1527256715	23-Jun-26
6.45	1527256722	23-Jun-26
-50.54	1527256724	23-Jun-26
-25.27	1527256725	23-Jun-26
-50.45	1527256746	23-Jun-26
-220.5	1527256751	23-Jun-26
-50.45	1527256752	23-Jun-26
-289.58	1527256757	23-Jun-26
-10.02	1527256780	23-Jun-26
-454.25	1527256781	23-Jun-26
4.55	1527256783	23-Jun-26
-80.58	1527256784	23-Jun-26
-50.54	1527256796	23-Jun-26
-100.9	1527256807	23-Jun-26
-301.08	1527256809	23-Jun-26
-20.07	1527256810	23-Jun-26
-100.72	1527256825	23-Jun-26
-303.24	1527256874	23-Jun-26
-201.44	1527256878	23-Jun-26
-101.08	1527256881	23-Jun-26
-50.09	1527256892	23-Jun-26
-202.16	1527256898	23-Jun-26
-200.54	1527256923	23-Jun-26
-50.45	1527256958	23-Jun-26
-300	1527256991	23-Jun-26
-18.13	1527257016	23-Jun-26
100.5	1527257017	23-Jun-26
-30.22	1527257043	23-Jun-26
-102.24	1527257044	23-Jun-26
-25.05	1527257070	23-Jun-26
-20.07	1527257111	23-Jun-26
-300.54	1527257133	23-Jun-26
-30.27	1527257147	23-Jun-26
-5.04	1527257162	23-Jun-26
-50.54	1527257164	23-Jun-26
-100.36	1527257198	23-Jun-26
-301.08	1527257199	23-Jun-26
-100.72	1527257209	23-Jun-26
-10.11	1527257213	23-Jun-26
-201.44	1527257217	23-Jun-26
-50.36	1527257219	23-Jun-26
-30.08	1527257220	23-Jun-26
-503.6	1527257225	23-Jun-26
-300	1527257242	23-Jun-26
-101.08	1527257243	23-Jun-26
-180	1527257246	23-Jun-26
-50.54	1527257247	23-Jun-26
-170	1527257248	23-Jun-26
-70.15	1527257253	23-Jun-26
-100.54	1527257259	23-Jun-26
-250.9	1527257269	23-Jun-26
30.45	1527257286	23-Jun-26
-51.8	1527257330	23-Jun-26
-30.27	1527257332	23-Jun-26
-50.18	1527257348	23-Jun-26
-50.11	1527257396	23-Jun-26
-50.36	1527257440	23-Jun-26
-30.32	1527257470	23-Jun-26
100.5	1527257483	23-Jun-26
-20.14	1527257486	23-Jun-26
-244.66	1527257510	23-Jun-26
-100.9	1527257528	23-Jun-26
-10.07	1527257535	23-Jun-26
-50.45	1527257541	23-Jun-26
-10.07	1527257624	23-Jun-26
-1007.2	1527257643	23-Jun-26
-503.6	1527257653	23-Jun-26
-24.09	1527257704	23-Jun-26
-201.44	1527257714	23-Jun-26
-15.11	1527257717	23-Jun-26
-25.09	1527257718	23-Jun-26
-151.08	1527257742	23-Jun-26
-50.36	1527257748	23-Jun-26
-50.36	1527257749	23-Jun-26
-101.08	1527257821	23-Jun-26
-100.9	1527257831	23-Jun-26
-50.45	1527257832	23-Jun-26
-25.27	1527257834	23-Jun-26
-50.18	1527257839	23-Jun-26
298.49	1527257840	23-Jun-26
-15.03	1527257850	23-Jun-26
-70.15	1527257889	23-Jun-26
-30.22	1527257960	23-Jun-26
-10	1527257970	23-Jun-26
-30	1527257971	23-Jun-26
-24.31	1527257973	23-Jun-26
-100.22	1527257974	23-Jun-26
-341.49	1527258001	23-Jun-26
-10.07	1527258017	23-Jun-26
10.45	1527258028	23-Jun-26
-44.61	1527258058	23-Jun-26
-70.5	1527258093	23-Jun-26
-100.36	1527258119	23-Jun-26
-151.62	1527258132	23-Jun-26
-10.02	1527258145	23-Jun-26
-201.44	1527258157	23-Jun-26
-20.14	1527258159	23-Jun-26
-15.03	1527258166	23-Jun-26
-100.9	1527258202	23-Jun-26
-100	1527258205	23-Jun-26
-10	1527258206	23-Jun-26
-201.8	1527258209	23-Jun-26
-100.72	1527258236	23-Jun-26
-100.9	1527258242	23-Jun-26
-201.8	1527258253	23-Jun-26
-201.8	1527258259	23-Jun-26
-100.9	1527258286	23-Jun-26
-100.72	1527258312	23-Jun-26
-35.08	1527258327	23-Jun-26
-20.14	1527258335	23-Jun-26
-10.02	1527258347	23-Jun-26
-100.72	1527258361	23-Jun-26
-5.04	1527258366	23-Jun-26
-53.78	1527258391	23-Jun-26
-300	1527258392	23-Jun-26
-5	1527258393	23-Jun-26
-1005.4	1527258397	23-Jun-26
-1005.4	1527258398	23-Jun-26
-50.54	1527258410	23-Jun-26
-2.01	1527258413	23-Jun-26
-50.45	1527258422	23-Jun-26
-50.45	1527258423	23-Jun-26
-50.45	1527258424	23-Jun-26
-20.18	1527258436	23-Jun-26
-302.7	1527258446	23-Jun-26
-40.43	1527258466	23-Jun-26
-50.45	1527258513	23-Jun-26
-20.22	1527258517	23-Jun-26
-201.8	1527258528	23-Jun-26
-100	1527258600	23-Jun-26
-50	1527258609	23-Jun-26
-100.72	1527258610	23-Jun-26
-20.18	1527258638	23-Jun-26
-504.5	1527258642	23-Jun-26
-50.36	1527258683	23-Jun-26
-181.3	1527258701	23-Jun-26
-100.72	1527258702	23-Jun-26
-151.35	1527258703	23-Jun-26
-151.35	1527258704	23-Jun-26
-100.9	1527258705	23-Jun-26
-50.54	1527258713	23-Jun-26
-202.16	1527258714	23-Jun-26
-25.09	1527258743	23-Jun-26
-30.27	1527258748	23-Jun-26
-50.36	1527258766	23-Jun-26
68.45	1527258778	23-Jun-26
-100.72	1527258781	23-Jun-26
-201.8	1527258799	23-Jun-26
-50.36	1527258816	23-Jun-26
-20.14	1527258835	23-Jun-26
-201.8	1527258840	23-Jun-26
-5.04	1527258849	23-Jun-26
-302.07	1527258905	23-Jun-26
-100.72	1527259013	23-Jun-26
-12.75	1527259024	23-Jun-26
-262.34	1527259043	23-Jun-26
-5.02	1527259044	23-Jun-26
-10.02	1527259049	23-Jun-26
-60.54	1527259061	23-Jun-26
-100.72	1527259068	23-Jun-26
-101.97	1527259086	23-Jun-26
-251.8	1527259101	23-Jun-26
-60.54	1527259112	23-Jun-26
-62.45	1527259125	23-Jun-26
-101.08	1527259133	23-Jun-26
-20.14	1527259134	23-Jun-26
-50.36	1527259172	23-Jun-26
-73.26	1527259190	23-Jun-26
-20.14	1527259191	23-Jun-26
-50.36	1527259226	23-Jun-26
-10.07	1527259229	23-Jun-26
-181.3	1527259240	23-Jun-26
-100.72	1527259254	23-Jun-26
8.94	1527259265	23-Jun-26
-10	1527259282	23-Jun-26
-121.08	1527259319	23-Jun-26
-100.36	1527259322	23-Jun-26
-15.23	1527259336	23-Jun-26
-61.52	1527259344	23-Jun-26
-50	1527259359	23-Jun-26
-10.02	1527259376	23-Jun-26
-151.35	1527259382	23-Jun-26
-10	1527259385	23-Jun-26
-121.08	1527259394	23-Jun-26
-50.54	1527259395	23-Jun-26
-503.6	1527259398	23-Jun-26
-50.18	1527259413	23-Jun-26
-5	1527259439	23-Jun-26
-101.97	1527259450	23-Jun-26
5.95	1527259461	23-Jun-26
-25	1527259465	23-Jun-26
-1007.2	1527259491	23-Jun-26
-60	1527259519	23-Jun-26
-20.04	1527259523	23-Jun-26
-200.06	1527259524	23-Jun-26
-100	1527259532	23-Jun-26
-116.24	1527259534	23-Jun-26
-35.38	1527259535	23-Jun-26
-11.04	1527259577	23-Jun-26
-100.36	1527259636	23-Jun-26
-282.02	1527259706	23-Jun-26
-24.09	1527259722	23-Jun-26
40.45	1527259772	23-Jun-26
-50.36	1527259774	23-Jun-26
-25.23	1527259799	23-Jun-26
-10.04	1527259803	23-Jun-26
-10	1527259816	23-Jun-26
-20	1527259819	23-Jun-26
-50	1527259824	23-Jun-26
-50.11	1527259831	23-Jun-26
-200.06	1527259832	23-Jun-26
-503.6	1527259896	23-Jun-26
-100.72	1527259904	23-Jun-26
-754.01	1527259905	23-Jun-26
-50.18	1527259909	23-Jun-26
-402.88	1527259912	23-Jun-26
-25.09	1527259917	23-Jun-26
-50.54	1527259919	23-Jun-26
-20	1527259928	23-Jun-26
-8.03	1527259943	23-Jun-26
-50.45	1527259999	23-Jun-26
-10	1527260015	23-Jun-26
-200.72	1527260047	23-Jun-26
-100.9	1527260136	23-Jun-26
-121.08	1527260137	23-Jun-26
-100.9	1527260138	23-Jun-26
-60.67	1527260141	23-Jun-26
-25.22	1527260146	23-Jun-26
-100.72	1527260148	23-Jun-26
-353.15	1527260175	23-Jun-26
-50.11	1527260193	23-Jun-26
-20.05	1527260215	23-Jun-26
-50.36	1527260251	23-Jun-26
-8	1527260265	23-Jun-26
-504.5	1527260314	23-Jun-26
-10.04	1527260375	23-Jun-26
-63.73	1527260385	23-Jun-26
-20.18	1527260403	23-Jun-26
