DEBIT	CREDIT	TRANSFERID	CREATEDDATE
0	9	1527227064	23-Jun-26
0	0.5	1527227065	23-Jun-26
0	0.15	1527227066	23-Jun-26
0	2	1527227068	23-Jun-26
0.02	2.8	1527227069	23-Jun-26
0	0.75	1527227073	23-Jun-26
0.2	0	1527227074	23-Jun-26
0	20	1527227075	23-Jun-26
6.5	0	1527227076	23-Jun-26
0	6.1	1527227077	23-Jun-26
5.12	0.05	1527227078	23-Jun-26
0	10	1527227079	23-Jun-26
0	100	1527227084	23-Jun-26
0	0.3	1527227085	23-Jun-26
0.1	0	1527227086	23-Jun-26
0	0.2	1527227088	23-Jun-26
0	0.6	1527227090	23-Jun-26
1	0	1527227091	23-Jun-26
0.4	0	1527227092	23-Jun-26
2	0	1527227096	23-Jun-26
30	0	1527227097	23-Jun-26
1.8	0	1527227098	23-Jun-26
0	0.7	1527227101	23-Jun-26
0.02	50.25	1527227103	23-Jun-26
0	3.1	1527227106	23-Jun-26
0.02	6.1	1527227109	23-Jun-26
0	50	1527227110	23-Jun-26
6	0	1527227111	23-Jun-26
0	60.432	1527227114	23-Jun-26
0	0.25	1527227115	23-Jun-26
0	0.15	1527227117	23-Jun-26
0.6	0	1527227119	23-Jun-26
0.3	0	1527227125	23-Jun-26
8	0	1527227127	23-Jun-26
0	2	1527227128	23-Jun-26
0	2	1527227129	23-Jun-26
0	0.8	1527227130	23-Jun-26
0	3.6	1527227131	23-Jun-26
0	0.7	1527227133	23-Jun-26
7.3	0	1527227135	23-Jun-26
0	0.3	1527227136	23-Jun-26
1	0	1527227137	23-Jun-26
0	0.25	1527227138	23-Jun-26
0.5	0	1527227139	23-Jun-26
0	0.3	1527227140	23-Jun-26
0	1	1527227141	23-Jun-26
6	0	1527227142	23-Jun-26
0	100	1527227143	23-Jun-26
0	0.3	1527227145	23-Jun-26
0	2	1527227146	23-Jun-26
0	0.2	1527227148	23-Jun-26
0	2.3	1527227149	23-Jun-26
0	0.5	1527227152	23-Jun-26
1	0	1527227154	23-Jun-26
0.25	0	1527227155	23-Jun-26
0.5	0	1527227157	23-Jun-26
0.6	0	1527227158	23-Jun-26
0	113	1527227161	23-Jun-26
0.58	0	1527227162	23-Jun-26
0.02	3.015	1527227165	23-Jun-26
7	0	1527227167	23-Jun-26
0.1	0	1527227168	23-Jun-26
0	20.072	1527227171	23-Jun-26
0	0.1	1527227173	23-Jun-26
0	15	1527227176	23-Jun-26
0	0.12	1527227179	23-Jun-26
0	2	1527227182	23-Jun-26
0	1.3	1527227184	23-Jun-26
0	810	1527227185	23-Jun-26
0	0.3	1527227186	23-Jun-26
0	1	1527227187	23-Jun-26
0	1008.28	1527227188	23-Jun-26
0	54	1527227189	23-Jun-26
0	0.1	1527227193	23-Jun-26
0.8	0	1527227194	23-Jun-26
0	0.1	1527227196	23-Jun-26
0.2	0	1527227197	23-Jun-26
0.12	0	1527227198	23-Jun-26
0	3	1527227201	23-Jun-26
1.5	0	1527227202	23-Jun-26
0.3	0	1527227203	23-Jun-26
0	1	1527227206	23-Jun-26
11	0	1527227210	23-Jun-26
0	0.3	1527227211	23-Jun-26
0	1	1527227214	23-Jun-26
0	0.6	1527227219	23-Jun-26
1	0	1527227220	23-Jun-26
0	0.1	1527227221	23-Jun-26
0	0.7	1527227222	23-Jun-26
0	0.3	1527227224	23-Jun-26
0	3	1527227225	23-Jun-26
0.02	2.1	1527227226	23-Jun-26
2.82	0.05	1527227233	23-Jun-26
20.57	0.075	1527227236	23-Jun-26
7	0	1527227237	23-Jun-26
6.02	0.05	1527227238	23-Jun-26
0	1	1527227239	23-Jun-26
0	2	1527227240	23-Jun-26
0	0.5	1527227241	23-Jun-26
21	0	1527227242	23-Jun-26
1	0	1527227243	23-Jun-26
0.25	0	1527227245	23-Jun-26
0	5	1527227247	23-Jun-26
0.02	29.748	1527227248	23-Jun-26
0	13.5	1527227249	23-Jun-26
0.02	200.5	1527227250	23-Jun-26
0	0.3	1527227251	23-Jun-26
7.27	0	1527227252	23-Jun-26
5	0	1527227254	23-Jun-26
2.7	0	1527227257	23-Jun-26
1.07	0.025	1527227258	23-Jun-26
0	1.5	1527227261	23-Jun-26
0	1.2	1527227262	23-Jun-26
1	0	1527227266	23-Jun-26
0.8	0	1527227267	23-Jun-26
1.5	0	1527227269	23-Jun-26
7	0	1527227270	23-Jun-26
1.4	0	1527227272	23-Jun-26
0.5	0	1527227273	23-Jun-26
8	0	1527227275	23-Jun-26
100	0	1527227276	23-Jun-26
0	0.15	1527227278	23-Jun-26
0	0.5	1527227280	23-Jun-26
0	1.2	1527227281	23-Jun-26
1	0	1527227282	23-Jun-26
58	0	1527227284	23-Jun-26
1.2	0	1527227285	23-Jun-26
0	5	1527227286	23-Jun-26
0	9	1527227287	23-Jun-26
6.12	0.05	1527227289	23-Jun-26
0	0.3	1527227290	23-Jun-26
0	15	1527227291	23-Jun-26
0	30	1527227293	23-Jun-26
8.5	0	1527227294	23-Jun-26
0	202.16	1527227296	23-Jun-26
5.12	0.05	1527227297	23-Jun-26
0	0.2	1527227298	23-Jun-26
1.62	0.05	1527227300	23-Jun-26
0	10.027	1527227303	23-Jun-26
0	0.3	1527227304	23-Jun-26
0	0.3	1527227305	23-Jun-26
0.3	0	1527227306	23-Jun-26
0	0.6	1527227307	23-Jun-26
0	0.5	1527227308	23-Jun-26
1.9	0	1527227309	23-Jun-26
0	0.8	1527227311	23-Jun-26
0	1	1527227312	23-Jun-26
0.02	13.0325	1527227314	23-Jun-26
100	0	1527227315	23-Jun-26
0	0.4	1527227316	23-Jun-26
0	1000	1527227317	23-Jun-26
0	0.1	1527227318	23-Jun-26
0	0.25	1527227319	23-Jun-26
0	0.5	1527227322	23-Jun-26
0	0.2	1527227323	23-Jun-26
0	0.97	1527227326	23-Jun-26
0	0.3	1527227327	23-Jun-26
0.6	0	1527227328	23-Jun-26
0	6	1527227329	23-Jun-26
0	2.5	1527227331	23-Jun-26
0	0.9	1527227332	23-Jun-26
1	0	1527227333	23-Jun-26
0	14	1527227337	23-Jun-26
0	200	1527227340	23-Jun-26
1	0	1527227341	23-Jun-26
0	1.2	1527227344	23-Jun-26
0	0.15	1527227345	23-Jun-26
0	0.1	1527227350	23-Jun-26
0	0.1	1527227351	23-Jun-26
0	100	1527227355	23-Jun-26
0.25	0	1527227356	23-Jun-26
1	0	1527227357	23-Jun-26
0.2	0	1527227361	23-Jun-26
0.2	0	1527227362	23-Jun-26
4	0	1527227364	23-Jun-26
0.02	9.045	1527227365	23-Jun-26
0	20	1527227366	23-Jun-26
0	100	1527227367	23-Jun-26
2	0	1527227369	23-Jun-26
0.12	0	1527227370	23-Jun-26
1.5	0	1527227372	23-Jun-26
0	1	1527227373	23-Jun-26
0	0.9	1527227374	23-Jun-26
0	4	1527227375	23-Jun-26
1.5	0	1527227376	23-Jun-26
3	0	1527227377	23-Jun-26
3	0	1527227382	23-Jun-26
0	0.5	1527227387	23-Jun-26
0.02	1.4	1527227390	23-Jun-26
0.1	0	1527227391	23-Jun-26
0	5	1527227394	23-Jun-26
0	392	1527227396	23-Jun-26
0	0.35	1527227397	23-Jun-26
1	0	1527227398	23-Jun-26
0	0.25	1527227401	23-Jun-26
5.12	0.05	1527227403	23-Jun-26
0	1	1527227404	23-Jun-26
0	1	1527227406	23-Jun-26
0	22	1527227409	23-Jun-26
1.12	0	1527227410	23-Jun-26
0.25	0	1527227411	23-Jun-26
0.5	0	1527227414	23-Jun-26
0.62	0	1527227418	23-Jun-26
0.5	0	1527227420	23-Jun-26
1.5	0	1527227423	23-Jun-26
30.2	0	1527227425	23-Jun-26
0	23	1527227426	23-Jun-26
0	755	1527227428	23-Jun-26
0	3	1527227430	23-Jun-26
1	0	1527227431	23-Jun-26
1	0	1527227433	23-Jun-26
0.5	0	1527227436	23-Jun-26
0	1	1527227437	23-Jun-26
10	0	1527227438	23-Jun-26
0	1	1527227442	23-Jun-26
0.5	0	1527227443	23-Jun-26
0	1	1527227446	23-Jun-26
0	1	1527227447	23-Jun-26
0	4	1527227449	23-Jun-26
0	52	1527227452	23-Jun-26
0.5	0	1527227453	23-Jun-26
0	0.25	1527227454	23-Jun-26
0	10	1527227455	23-Jun-26
5	0	1527227456	23-Jun-26
1.01	0	1527227458	23-Jun-26
50	0	1527227459	23-Jun-26
0	3	1527227464	23-Jun-26
0	0.1	1527227465	23-Jun-26
0	75.27	1527227466	23-Jun-26
20	0	1527227470	23-Jun-26
0	0.4	1527227472	23-Jun-26
3.12	0.05	1527227473	23-Jun-26
7	0	1527227477	23-Jun-26
0	0.45	1527227480	23-Jun-26
0	2	1527227481	23-Jun-26
0	2.7	1527227482	23-Jun-26
0	0.4	1527227484	23-Jun-26
8	0	1527227486	23-Jun-26
0.5	0	1527227487	23-Jun-26
900	0	1527227488	23-Jun-26
10.12	0.05	1527227491	23-Jun-26
0	0.3	1527227493	23-Jun-26
4.12	0.05	1527227494	23-Jun-26
0	5	1527227495	23-Jun-26
0.5	0	1527227496	23-Jun-26
1.2	0	1527227497	23-Jun-26
0.02	201	1527227498	23-Jun-26
0	0.6	1527227500	23-Jun-26
0	0.3	1527227502	23-Jun-26
0	2.5	1527227503	23-Jun-26
0	11.8	1527227505	23-Jun-26
0	0.1	1527227506	23-Jun-26
100.27	0.125	1527227509	23-Jun-26
1	0	1527227510	23-Jun-26
0	0.5	1527227513	23-Jun-26
0.5	0	1527227515	23-Jun-26
1	0	1527227524	23-Jun-26
0	0.3	1527227528	23-Jun-26
0	1	1527227530	23-Jun-26
0	1	1527227532	23-Jun-26
0	61.507	1527227535	23-Jun-26
0.2	0	1527227536	23-Jun-26
0.7	0	1527227538	23-Jun-26
0	100	1527227539	23-Jun-26
0.5	0	1527227542	23-Jun-26
140.3	0.14	1527227543	23-Jun-26
0	0.1	1527227544	23-Jun-26
0	0.25	1527227545	23-Jun-26
0	0.3	1527227546	23-Jun-26
0	2	1527227547	23-Jun-26
0	40	1527227548	23-Jun-26
8	0	1527227550	23-Jun-26
1	0	1527227551	23-Jun-26
2.8	0	1527227552	23-Jun-26
0	5	1527227553	23-Jun-26
0	0.5	1527227555	23-Jun-26
0.25	0	1527227556	23-Jun-26
0.02	1.9899	1527227557	23-Jun-26
0.5	0	1527227559	23-Jun-26
17	0	1527227560	23-Jun-26
0	3.0108	1527227561	23-Jun-26
40.42	0.2	1527227563	23-Jun-26
0	0.6	1527227564	23-Jun-26
0	0.3	1527227565	23-Jun-26
1	0	1527227567	23-Jun-26
0.9	0	1527227569	23-Jun-26
0.02	45.225	1527227570	23-Jun-26
0	4.8	1527227571	23-Jun-26
14.045	0.0625	1527227573	23-Jun-26
0	1	1527227574	23-Jun-26
0.02	2.05	1527227575	23-Jun-26
0	13	1527227576	23-Jun-26
0	10.072	1527227580	23-Jun-26
0.25	0	1527227582	23-Jun-26
0.5	0	1527227583	23-Jun-26
0	0.7	1527227584	23-Jun-26
0	8.5	1527227590	23-Jun-26
0	0.7	1527227591	23-Jun-26
1.07	0.025	1527227592	23-Jun-26
0.02	2.05	1527227594	23-Jun-26
0	0.6	1527227596	23-Jun-26
0.5	0	1527227597	23-Jun-26
0	19	1527227599	23-Jun-26
15.145	0.0625	1527227602	23-Jun-26
0	9.7	1527227603	23-Jun-26
0	0.3	1527227604	23-Jun-26
0	6.1	1527227606	23-Jun-26
0	0.8	1527227609	23-Jun-26
0	0.5	1527227611	23-Jun-26
0	3	1527227612	23-Jun-26
0	4.3	1527227614	23-Jun-26
0	9	1527227617	23-Jun-26
0	20.4558	1527227618	23-Jun-26
0.02	1.005	1527227619	23-Jun-26
0.25	0	1527227620	23-Jun-26
0	4	1527227622	23-Jun-26
5	0	1527227623	23-Jun-26
0.02	31.2	1527227624	23-Jun-26
3.09	0	1527227625	23-Jun-26
0	2	1527227628	23-Jun-26
0	2	1527227630	23-Jun-26
0.1	0	1527227632	23-Jun-26
1.2	0	1527227633	23-Jun-26
0	0.2	1527227634	23-Jun-26
0.02	21.0525	1527227635	23-Jun-26
0.5	0	1527227636	23-Jun-26
10	0	1527227637	23-Jun-26
0	0.5	1527227638	23-Jun-26
0	0.7	1527227639	23-Jun-26
27	0	1527227640	23-Jun-26
2.2	0	1527227642	23-Jun-26
0	0.25	1527227644	23-Jun-26
0.02	2.8	1527227645	23-Jun-26
0.02	20.1	1527227647	23-Jun-26
0	0.4	1527227649	23-Jun-26
0	6	1527227651	23-Jun-26
1.2	0	1527227653	23-Jun-26
0	2.5	1527227655	23-Jun-26
0	8	1527227656	23-Jun-26
2	0	1527227657	23-Jun-26
0.5	0	1527227658	23-Jun-26
0	10.5	1527227659	23-Jun-26
0.02	6.1	1527227660	23-Jun-26
0	0.4	1527227661	23-Jun-26
0	0.9	1527227662	23-Jun-26
0	1	1527227664	23-Jun-26
10	0	1527227667	23-Jun-26
100.27	0.125	1527227669	23-Jun-26
1.58	0	1527227670	23-Jun-26
18.745	0.0625	1527227671	23-Jun-26
0	3	1527227673	23-Jun-26
3.12	0.05	1527227675	23-Jun-26
0	1	1527227678	23-Jun-26
16	0	1527227679	23-Jun-26
5.12	0.05	1527227680	23-Jun-26
0	1.2	1527227681	23-Jun-26
0	4	1527227682	23-Jun-26
0	4	1527227683	23-Jun-26
0.02	127.575	1527227684	23-Jun-26
0	0.3	1527227685	23-Jun-26
0.4	0	1527227686	23-Jun-26
0.6	0	1527227687	23-Jun-26
0	2	1527227689	23-Jun-26
2.5	0	1527227691	23-Jun-26
0	0.5	1527227692	23-Jun-26
14	0	1527227693	23-Jun-26
0.02	2.1	1527227696	23-Jun-26
0	0.5	1527227699	23-Jun-26
0	2	1527227703	23-Jun-26
0	75	1527227705	23-Jun-26
0.02	1.005	1527227710	23-Jun-26
0.5	0	1527227711	23-Jun-26
0	0.6	1527227712	23-Jun-26
0	1	1527227715	23-Jun-26
2	0	1527227717	23-Jun-26
0	0.5	1527227720	23-Jun-26
0	2	1527227721	23-Jun-26
0.5	0	1527227722	23-Jun-26
0	1	1527227724	23-Jun-26
9	0	1527227727	23-Jun-26
0	20	1527227728	23-Jun-26
0.8	0	1527227729	23-Jun-26
0	0.3	1527227730	23-Jun-26
0	0.5	1527227732	23-Jun-26
0.7	0	1527227733	23-Jun-26
0	0.8	1527227735	23-Jun-26
0	10.5	1527227737	23-Jun-26
2904.02	2	1527227738	23-Jun-26
0.5	0	1527227739	23-Jun-26
28	0	1527227741	23-Jun-26
0	500	1527227742	23-Jun-26
0	50	1527227744	23-Jun-26
0	0.3	1527227745	23-Jun-26
200	0	1527227746	23-Jun-26
0	0.6	1527227750	23-Jun-26
0	1	1527227752	23-Jun-26
0	30	1527227753	23-Jun-26
0	1	1527227754	23-Jun-26
7	0	1527227755	23-Jun-26
0	3.5	1527227756	23-Jun-26
0	0.5	1527227757	23-Jun-26
10.12	0.05	1527227758	23-Jun-26
0	0.95	1527227759	23-Jun-26
0	3	1527227760	23-Jun-26
10.5	0	1527227762	23-Jun-26
0	0.15	1527227764	23-Jun-26
0	0.4	1527227765	23-Jun-26
0	9.5	1527227767	23-Jun-26
0.5	0	1527227768	23-Jun-26
0.02	1.05	1527227770	23-Jun-26
0.47	0.025	1527227771	23-Jun-26
0.6	0	1527227772	23-Jun-26
0	750	1527227774	23-Jun-26
0	5.7	1527227775	23-Jun-26
60.27	0.125	1527227776	23-Jun-26
0.02	50.25	1527227777	23-Jun-26
4	0	1527227779	23-Jun-26
0	1.6	1527227782	23-Jun-26
0.7	0	1527227783	23-Jun-26
0	1.9	1527227784	23-Jun-26
0	4	1527227786	23-Jun-26
0	0.4	1527227788	23-Jun-26
1.5	0	1527227792	23-Jun-26
0.25	0	1527227794	23-Jun-26
3.5	0	1527227795	23-Jun-26
0	1.5	1527227797	23-Jun-26
0	8.8	1527227800	23-Jun-26
400	0	1527227801	23-Jun-26
1	0	1527227802	23-Jun-26
0	369.0938	1527227805	23-Jun-26
1	0	1527227806	23-Jun-26
0	2.5	1527227807	23-Jun-26
45	0	1527227808	23-Jun-26
50	0	1527227809	23-Jun-26
0	3.5	1527227810	23-Jun-26
1.62	0.05	1527227811	23-Jun-26
0.1	0	1527227812	23-Jun-26
7	0	1527227813	23-Jun-26
0	360	1527227814	23-Jun-26
0	0.5	1527227816	23-Jun-26
15	0	1527227817	23-Jun-26
0	3	1527227820	23-Jun-26
1.5	0	1527227821	23-Jun-26
0.25	0	1527227823	23-Jun-26
2.11	0.05	1527227827	23-Jun-26
0	1.5	1527227830	23-Jun-26
0	1030	1527227831	23-Jun-26
2.5	0	1527227832	23-Jun-26
0	0.15	1527227833	23-Jun-26
0	5	1527227834	23-Jun-26
0	3	1527227835	23-Jun-26
0	10.072	1527227836	23-Jun-26
0	2	1527227837	23-Jun-26
0	0.25	1527227838	23-Jun-26
0	0.6	1527227839	23-Jun-26
0	10	1527227841	23-Jun-26
0.32	0.025	1527227842	23-Jun-26
0.2	0	1527227843	23-Jun-26
16	0	1527227845	23-Jun-26
0	0.6	1527227846	23-Jun-26
0	0.9	1527227848	23-Jun-26
0	6.5	1527227849	23-Jun-26
3	0	1527227851	23-Jun-26
3.92	0.05	1527227852	23-Jun-26
0	50	1527227854	23-Jun-26
0	0.3	1527227855	23-Jun-26
0	400.216	1527227857	23-Jun-26
0	40	1527227858	23-Jun-26
1.7	0	1527227861	23-Jun-26
10	0	1527227862	23-Jun-26
1.5	0	1527227863	23-Jun-26
0	30	1527227864	23-Jun-26
0.5	0	1527227865	23-Jun-26
0.1	0	1527227867	23-Jun-26
0.6	0	1527227869	23-Jun-26
0	3.2	1527227870	23-Jun-26
5.62	0.05	1527227873	23-Jun-26
0	0.8	1527227874	23-Jun-26
0	1.7	1527227875	23-Jun-26
0	0.05	1527227876	23-Jun-26
0.12	0	1527227877	23-Jun-26
0	0.3	1527227878	23-Jun-26
1.4	0	1527227879	23-Jun-26
9	0	1527227881	23-Jun-26
15.145	0.0625	1527227882	23-Jun-26
0	0.5	1527227884	23-Jun-26
0.8	0	1527227887	23-Jun-26
3	0	1527227890	23-Jun-26
0	3	1527227893	23-Jun-26
0	0.5	1527227894	23-Jun-26
1.8	0	1527227895	23-Jun-26
0	2.2	1527227896	23-Jun-26
0	6	1527227899	23-Jun-26
17	0	1527227901	23-Jun-26
0	20	1527227904	23-Jun-26
0.5	0	1527227906	23-Jun-26
0	300.81	1527227907	23-Jun-26
0	4	1527227908	23-Jun-26
0.3	0	1527227909	23-Jun-26
0.02	1.05	1527227910	23-Jun-26
0.1	0	1527227913	23-Jun-26
0	0.4	1527227915	23-Jun-26
199.919	0.1995	1527227916	23-Jun-26
0	15	1527227918	23-Jun-26
0	1.5	1527227920	23-Jun-26
2	0	1527227921	23-Jun-26
145	0	1527227923	23-Jun-26
10.12	0.05	1527227924	23-Jun-26
0	30	1527227926	23-Jun-26
0	5	1527227927	23-Jun-26
0.02	10.1	1527227929	23-Jun-26
0.25	0	1527227930	23-Jun-26
1.5	0	1527227934	23-Jun-26
0	0.1	1527227935	23-Jun-26
0	0.6	1527227937	23-Jun-26
0	13	1527227938	23-Jun-26
2	0	1527227940	23-Jun-26
0	2	1527227941	23-Jun-26
0	69.9	1527227942	23-Jun-26
5	0	1527227943	23-Jun-26
0	30	1527227944	23-Jun-26
0	0.3	1527227947	23-Jun-26
3.52	0.05	1527227948	23-Jun-26
5	0	1527227949	23-Jun-26
142.5	0	1527227950	23-Jun-26
0	0.6	1527227952	23-Jun-26
0	1	1527227954	23-Jun-26
0	10	1527227957	23-Jun-26
0	0.6	1527227958	23-Jun-26
0	0.8	1527227959	23-Jun-26
0.5	0	1527227964	23-Jun-26
0	1	1527227965	23-Jun-26
4	0	1527227966	23-Jun-26
0	0.2	1527227967	23-Jun-26
0.3	0	1527227968	23-Jun-26
0	22	1527227969	23-Jun-26
0.5	0	1527227970	23-Jun-26
0.5	0	1527227971	23-Jun-26
0	10	1527227972	23-Jun-26
0	2	1527227973	23-Jun-26
1	0	1527227974	23-Jun-26
0	2.3	1527227976	23-Jun-26
44	0	1527227978	23-Jun-26
0.02	0.55	1527227980	23-Jun-26
7	0	1527227982	23-Jun-26
0	34	1527227983	23-Jun-26
10	0	1527227984	23-Jun-26
0	1	1527227985	23-Jun-26
0.5	0	1527227986	23-Jun-26
0	40	1527227987	23-Jun-26
0	0.25	1527227988	23-Jun-26
2	0	1527227990	23-Jun-26
0	1	1527227991	23-Jun-26
0	3	1527227992	23-Jun-26
0	5	1527227994	23-Jun-26
0	3	1527227996	23-Jun-26
0	0.12	1527227997	23-Jun-26
0.02	3.1	1527227999	23-Jun-26
0	1	1527228000	23-Jun-26
0	0.12	1527228001	23-Jun-26
0.02	19.9995	1527228004	23-Jun-26
0	0.2	1527228008	23-Jun-26
0	0.3	1527228010	23-Jun-26
0	1	1527228012	23-Jun-26
2	0	1527228013	23-Jun-26
0	0.4	1527228014	23-Jun-26
0	3	1527228016	23-Jun-26
12	0	1527228019	23-Jun-26
0	14	1527228021	23-Jun-26
0	2	1527228022	23-Jun-26
0	1.5	1527228023	23-Jun-26
0	4.6	1527228025	23-Jun-26
7.5	0	1527228027	23-Jun-26
0	1.3	1527228029	23-Jun-26
0	10	1527228030	23-Jun-26
7	0	1527228031	23-Jun-26
17	0	1527228032	23-Jun-26
0	0.35	1527228033	23-Jun-26
0	0.3	1527228034	23-Jun-26
1.8	0	1527228038	23-Jun-26
0.02	100.25	1527228041	23-Jun-26
0	0.4	1527228042	23-Jun-26
0	1	1527228043	23-Jun-26
0	8	1527228044	23-Jun-26
10	0	1527228046	23-Jun-26
0	1.5	1527228047	23-Jun-26
0.5	0	1527228048	23-Jun-26
0	2.5	1527228049	23-Jun-26
0.25	0	1527228050	23-Jun-26
1.25	0	1527228053	23-Jun-26
0	1.8	1527228056	23-Jun-26
2.2	0	1527228058	23-Jun-26
0.02	12.525	1527228059	23-Jun-26
0	0.6	1527228061	23-Jun-26
0	0.3	1527228062	23-Jun-26
0	1	1527228063	23-Jun-26
0	2.4	1527228065	23-Jun-26
0.02	0.45	1527228066	23-Jun-26
0	14	1527228069	23-Jun-26
0	0.3	1527228070	23-Jun-26
2.6	0	1527228071	23-Jun-26
0	1	1527228072	23-Jun-26
350	0	1527228076	23-Jun-26
0	0.3	1527228077	23-Jun-26
0	6	1527228079	23-Jun-26
0	3	1527228081	23-Jun-26
0.25	0	1527228083	23-Jun-26
0	0.3	1527228086	23-Jun-26
0	0.3	1527228087	23-Jun-26
1.07	0.025	1527228089	23-Jun-26
0.2	0	1527228090	23-Jun-26
0	2	1527228092	23-Jun-26
0	2.5	1527228095	23-Jun-26
0	4	1527228096	23-Jun-26
0.02	4.1	1527228097	23-Jun-26
0.02	20.1	1527228098	23-Jun-26
0	1.6	1527228099	23-Jun-26
0	0.3	1527228101	23-Jun-26
38.6	0	1527228102	23-Jun-26
0.9	0	1527228103	23-Jun-26
0.02	0.55	1527228104	23-Jun-26
0.7	0	1527228109	23-Jun-26
0	50	1527228111	23-Jun-26
0	6	1527228112	23-Jun-26
0	0.5	1527228113	23-Jun-26
0	2.5	1527228114	23-Jun-26
0.02	9.045	1527228118	23-Jun-26
0	20	1527228119	23-Jun-26
4	0	1527228120	23-Jun-26
0	100.9	1527228123	23-Jun-26
4	0	1527228125	23-Jun-26
2.2	0	1527228126	23-Jun-26
1.5	0	1527228127	23-Jun-26
0	0.3	1527228128	23-Jun-26
0	384.104	1527228129	23-Jun-26
0	90	1527228130	23-Jun-26
0	0.3	1527228131	23-Jun-26
0.8	0	1527228134	23-Jun-26
0.5	0	1527228135	23-Jun-26
0.25	0	1527228137	23-Jun-26
2.7	0	1527228138	23-Jun-26
1	0	1527228140	23-Jun-26
0	0.3	1527228144	23-Jun-26
0	4	1527228147	23-Jun-26
0	10	1527228149	23-Jun-26
0	1	1527228151	23-Jun-26
0	40	1527228153	23-Jun-26
0	18	1527228154	23-Jun-26
1	0	1527228155	23-Jun-26
0	1.2	1527228158	23-Jun-26
19	0	1527228159	23-Jun-26
0	1	1527228162	23-Jun-26
0	1	1527228163	23-Jun-26
0	100.9	1527228165	23-Jun-26
0.2	0	1527228166	23-Jun-26
0	1.5	1527228168	23-Jun-26
0.25	0	1527228169	23-Jun-26
0	2	1527228171	23-Jun-26
0	50	1527228172	23-Jun-26
0	353.15	1527228173	23-Jun-26
2	0	1527228174	23-Jun-26
0.5	0	1527228176	23-Jun-26
0	856.12	1527228178	23-Jun-26
0.4	0	1527228179	23-Jun-26
0	1005.4	1527228180	23-Jun-26
0	7	1527228181	23-Jun-26
92	0	1527228183	23-Jun-26
10	0	1527228184	23-Jun-26
0	1	1527228185	23-Jun-26
0.12	0	1527228186	23-Jun-26
2.12	0.05	1527228188	23-Jun-26
0.5	0	1527228189	23-Jun-26
10	0	1527228190	23-Jun-26
1	0	1527228192	23-Jun-26
0	10	1527228193	23-Jun-26
0.8	0	1527228194	23-Jun-26
0	1.6	1527228195	23-Jun-26
0	7.5	1527228197	23-Jun-26
0	1	1527228198	23-Jun-26
1	0	1527228199	23-Jun-26
0	0.3	1527228200	23-Jun-26
0	10	1527228201	23-Jun-26
0	55	1527228203	23-Jun-26
0.7	0	1527228204	23-Jun-26
0.5	0	1527228205	23-Jun-26
0	68.3	1527228207	23-Jun-26
0	1	1527228209	23-Jun-26
0.35	0	1527228210	23-Jun-26
0	0.9	1527228212	23-Jun-26
0	1.6	1527228213	23-Jun-26
0	1.5	1527228215	23-Jun-26
20.145	0.0625	1527228219	23-Jun-26
0.02	4.95	1527228221	23-Jun-26
15	0	1527228222	23-Jun-26
12	0	1527228223	23-Jun-26
0	2	1527228225	23-Jun-26
0	10	1527228227	23-Jun-26
0	0.2	1527228228	23-Jun-26
0	0.25	1527228229	23-Jun-26
0	16.5	1527228230	23-Jun-26
0	1	1527228233	23-Jun-26
2.02	0.05	1527228235	23-Jun-26
0.5	0	1527228236	23-Jun-26
0	0.6	1527228237	23-Jun-26
0	16	1527228238	23-Jun-26
6	0	1527228240	23-Jun-26
0	59	1527228241	23-Jun-26
0	0.5	1527228242	23-Jun-26
0	0.4	1527228243	23-Jun-26
0	25	1527228245	23-Jun-26
0	20.144	1527228246	23-Jun-26
0	0.6	1527228247	23-Jun-26
0	12.5	1527228249	23-Jun-26
0	1.2	1527228250	23-Jun-26
0	17	1527228251	23-Jun-26
0	6	1527228252	23-Jun-26
0	0.3	1527228254	23-Jun-26
0	0.3	1527228255	23-Jun-26
10	0	1527228256	23-Jun-26
1.5	0	1527228257	23-Jun-26
1	0	1527228258	23-Jun-26
2	0	1527228259	23-Jun-26
3.12	0.05	1527228260	23-Jun-26
5	0	1527228261	23-Jun-26
1.8	0	1527228262	23-Jun-26
0.1	0	1527228265	23-Jun-26
0	0.1	1527228267	23-Jun-26
0	10	1527228268	23-Jun-26
0	230	1527228270	23-Jun-26
0	0.5	1527228271	23-Jun-26
0	60	1527228273	23-Jun-26
0.02	28.15	1527228275	23-Jun-26
30	0	1527228279	23-Jun-26
10	0	1527228280	23-Jun-26
0	1.7	1527228281	23-Jun-26
2.5	0	1527228282	23-Jun-26
0	1	1527228283	23-Jun-26
0.02	1306.5	1527228284	23-Jun-26
0	13	1527228285	23-Jun-26
0	29	1527228286	23-Jun-26
0	0.7	1527228287	23-Jun-26
0	0.3	1527228290	23-Jun-26
0	38	1527228291	23-Jun-26
0	1	1527228293	23-Jun-26
4.5	0	1527228295	23-Jun-26
19	0	1527228296	23-Jun-26
50	0	1527228297	23-Jun-26
0	100	1527228300	23-Jun-26
1	0	1527228301	23-Jun-26
0	7	1527228302	23-Jun-26
0	50	1527228303	23-Jun-26
0	0.12	1527228304	23-Jun-26
3	0	1527228305	23-Jun-26
0.9	0	1527228306	23-Jun-26
6.62	0.05	1527228308	23-Jun-26
0.5	0	1527228311	23-Jun-26
